label,z_m,z_mm,x_m,x_mm,w_cfd,t_cfd,w_pinn,t_pinn,w_err,t_err
line-z-10,0.01,10.0,-0.0318473,-31.8473,7.20398,1147.62,6.44016402114416,1135.183767313879,0.7638159788558392,12.436232686121002
line-z-10,0.01,10.0,-0.031095,-31.095000000000002,7.74669,1149.04,6.936627401464076,1134.8457720588235,0.8100625985359242,14.19422794117645
line-z-10,0.01,10.0,-0.0305359,-30.5359,8.15603,1152.55,7.361409833234869,1135.8110849609375,0.7946201667651307,16.738915039062476
line-z-10,0.01,10.0,-0.0304003,-30.4003,8.25532,1153.4,7.467599427728066,1136.1567060546872,0.7877205722719332,17.24329394531287
line-z-10,0.01,10.0,-0.0296705,-29.6705,8.7228,1157.67,8.033559832236335,1138.452994959214,0.6892401677636641,19.217005040786034
line-z-10,0.01,10.0,-0.0296705,-29.6705,8.7228,1157.67,8.033559832236335,1138.452994959214,0.6892401677636641,19.217005040786034
line-z-10,0.01,10.0,-0.0292365,-29.2365,8.99325,1158.78,8.352020868862327,1140.0369884248619,0.6412291311376723,18.743011575138098
line-z-10,0.01,10.0,-0.0287845,-28.7845,9.22762,1161.77,8.654796818003902,1141.7113596478628,0.5728231819960978,20.058640352137218
line-z-10,0.01,10.0,-0.028021,-28.021,9.43875,1165.35,9.07420531396304,1144.4521391314338,0.364544686036961,20.897860868566113
line-z-10,0.01,10.0,-0.0279191,-27.9191,9.49195,1165.94,9.124427337265011,1144.8134369140625,0.3675226627349879,21.126563085937505
line-z-10,0.01,10.0,-0.0271018,-27.101799999999997,9.91858,1170.72,9.426252201663724,1147.9179032284005,0.4923277983362766,22.80209677159951
line-z-10,0.01,10.0,-0.0267687,-26.7687,9.9457,1173.61,9.51384827963884,1149.4105660931752,0.43185172036116093,24.199433906824652
line-z-10,0.01,10.0,-0.0267248,-26.7248,9.94584,1173.95,9.523272009995393,1149.6287131318932,0.4225679900046071,24.32128686810688
line-z-10,0.01,10.0,-0.0261484,-26.1484,9.94766,1178.51,9.623462150753241,1152.890588625919,0.3241978492467599,25.619411374080983
line-z-10,0.01,10.0,-0.0260512,-26.0512,9.95313,1179.16,9.636597946705534,1153.5041496668196,0.3165320532944662,25.655850333180524
line-z-10,0.01,10.0,-0.024869,-24.869,10.0196,1187.09,9.666789260864261,1164.2535750229772,0.3528107391357391,22.836424977022716
line-z-10,0.01,10.0,-0.0237849,-23.7849,10.2675,1195.24,9.579801004050763,1177.0104243767232,0.687698995949237,18.229575623276787
line-z-10,0.01,10.0,-0.0234733,-23.4733,10.3169,1197.86,9.557356109641583,1180.2703718376606,0.7595438903584171,17.589628162339295
